user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn,Cluster,Cluster_Label
385,2024-04-06,Basic,199,4.6,4,1,36,11,1,1,Loyal
386,2024-01-29,Premium,699,21.7,0,3,4,8,1,2,Medium
387,2024-03-30,Premium,699,16.5,6,5,33,31,1,1,Loyal
388,2023-08-19,Standard,399,2.5,0,1,11,18,1,2,Medium
389,2024-05-22,Premium,699,4.6,7,4,19,47,1,0,At-Risk
390,2024-01-11,Premium,699,3.3,1,2,33,49,1,0,At-Risk
391,2023-04-15,Premium,699,19.1,7,4,3,13,0,2,Medium
392,2023-03-31,Premium,699,7.8,0,3,16,16,1,2,Medium
393,2024-12-06,Standard,399,19.5,3,1,8,51,0,0,At-Risk
394,2023-03-02,Standard,399,4.6,2,1,28,52,1,0,At-Risk
395,2023-10-27,Premium,699,13.5,8,1,23,20,0,1,Loyal
396,2024-02-26,Standard,399,23.8,8,5,18,52,1,0,At-Risk
397,2023-05-30,Basic,199,21.7,2,5,18,55,1,0,At-Risk
398,2023-10-03,Premium,699,20.8,6,3,21,9,0,1,Loyal
399,2023-04-06,Premium,699,9.7,1,5,27,50,0,0,At-Risk
400,2024-08-18,Standard,399,18.9,5,3,33,60,1,0,At-Risk
401,2023-03-06,Basic,199,18.4,7,5,6,42,1,2,Medium
402,2023-10-18,Premium,699,5.8,6,1,26,31,1,1,Loyal
403,2023-02-19,Standard,399,14.7,7,2,36,57,1,0,At-Risk
404,2023-06-11,Basic,199,15.8,7,0,7,7,0,2,Medium
405,2024-10-27,Standard,399,0.5,6,1,30,44,0,0,At-Risk
406,2023-03-26,Standard,399,21.9,4,0,11,41,1,2,Medium
407,2024-03-15,Standard,399,1.8,4,5,11,44,1,0,At-Risk
408,2024-08-30,Premium,699,17.7,0,1,6,30,1,2,Medium
409,2023-05-04,Basic,199,17.2,0,0,34,44,1,0,At-Risk
410,2023-04-15,Standard,399,12.2,3,3,9,5,0,2,Medium
411,2023-05-17,Basic,199,9.5,4,1,21,24,0,1,Loyal
412,2023-12-26,Premium,699,2.2,0,4,10,41,1,0,At-Risk
413,2023-08-11,Premium,699,15.9,2,3,14,39,0,0,At-Risk
414,2024-03-15,Basic,199,3.9,1,4,7,46,1,0,At-Risk
415,2024-09-14,Standard,399,6.6,1,1,9,35,0,2,Medium
416,2023-07-13,Standard,399,21.3,4,1,2,33,0,2,Medium
417,2023-09-04,Premium,699,7.7,0,1,26,31,0,0,At-Risk
418,2024-02-01,Standard,399,13.4,0,2,5,59,1,0,At-Risk
419,2024-08-24,Premium,699,9.5,2,3,27,49,1,0,At-Risk
420,2024-06-02,Basic,199,6.9,0,0,1,60,0,0,At-Risk
421,2024-07-03,Standard,399,19.3,6,5,33,25,1,1,Loyal
422,2023-06-09,Premium,699,7.3,4,0,10,32,0,2,Medium
423,2023-09-02,Premium,699,10.1,1,2,21,44,1,0,At-Risk
424,2023-02-26,Basic,199,2.6,6,0,16,29,1,2,Medium
425,2023-12-22,Standard,399,3.4,2,5,12,0,1,2,Medium
426,2023-10-03,Premium,699,19.7,4,1,34,23,1,1,Loyal
427,2024-06-20,Premium,699,19.4,0,2,8,51,1,0,At-Risk
428,2023-02-26,Basic,199,18.0,1,3,17,29,1,0,At-Risk
429,2023-04-29,Standard,399,9.5,4,0,11,57,0,0,At-Risk
430,2024-01-28,Basic,199,0.6,0,1,33,2,0,1,Loyal
431,2024-11-02,Basic,199,23.3,0,4,12,51,0,0,At-Risk
432,2023-03-21,Standard,399,8.4,6,5,15,20,1,2,Medium
433,2023-02-17,Premium,699,3.4,0,1,24,14,0,1,Loyal
434,2024-04-12,Standard,399,22.0,4,2,5,20,1,2,Medium
435,2024-01-13,Basic,199,5.4,4,5,24,39,1,0,At-Risk
436,2023-09-09,Premium,699,24.9,3,5,32,57,1,0,At-Risk
437,2024-12-11,Basic,199,23.3,0,1,1,34,1,2,Medium
438,2023-07-30,Basic,199,0.5,6,5,22,46,1,0,At-Risk
439,2023-02-14,Premium,699,10.8,0,1,16,45,1,0,At-Risk
440,2023-04-08,Basic,199,10.6,5,3,34,47,1,0,At-Risk
441,2024-03-21,Premium,699,16.1,6,0,9,37,0,2,Medium
442,2024-12-18,Premium,699,6.3,4,2,9,59,0,0,At-Risk
443,2023-05-20,Premium,699,8.3,4,1,21,4,0,1,Loyal
444,2023-05-04,Premium,699,4.3,2,3,7,29,1,2,Medium
445,2023-05-03,Premium,699,24.1,3,3,23,19,0,1,Loyal
446,2023-08-09,Basic,199,20.3,4,5,11,44,1,0,At-Risk
447,2024-11-24,Standard,399,2.7,3,2,10,25,1,2,Medium
448,2024-04-08,Standard,399,20.6,2,0,17,60,0,0,At-Risk
449,2023-05-05,Premium,699,6.6,7,0,36,51,0,0,At-Risk
450,2024-01-17,Basic,199,20.8,3,1,4,12,0,2,Medium
451,2023-07-22,Premium,699,14.8,4,0,6,1,0,2,Medium
452,2024-04-17,Premium,699,20.3,1,2,29,7,1,1,Loyal
453,2024-01-27,Basic,199,23.1,6,5,11,25,1,2,Medium
454,2023-06-02,Premium,699,4.7,3,1,28,17,1,1,Loyal
455,2023-03-04,Basic,199,16.4,7,3,16,56,1,0,At-Risk
456,2024-06-22,Basic,199,9.9,6,1,18,41,0,0,At-Risk
457,2024-05-11,Basic,199,20.0,6,5,35,22,1,1,Loyal
458,2023-08-13,Standard,399,8.4,4,1,33,1,0,1,Loyal
459,2023-08-27,Basic,199,1.9,7,4,18,22,1,2,Medium
460,2023-02-27,Basic,199,6.6,3,2,7,34,0,2,Medium
461,2024-12-15,Basic,199,9.2,2,1,25,15,0,1,Loyal
462,2023-07-12,Standard,399,17.7,5,4,2,36,1,2,Medium
463,2024-09-08,Standard,399,8.1,7,0,35,5,1,1,Loyal
464,2023-05-14,Basic,199,13.4,0,2,2,58,0,0,At-Risk
465,2024-12-22,Standard,399,23.0,5,0,12,1,1,2,Medium
466,2024-11-09,Basic,199,21.2,5,0,8,23,0,2,Medium
467,2024-03-23,Standard,399,8.7,5,1,7,10,0,2,Medium
468,2024-09-20,Premium,699,16.4,2,5,32,35,0,1,Loyal
469,2023-10-29,Standard,399,16.8,2,3,15,19,0,2,Medium
470,2023-11-22,Basic,199,18.4,6,4,12,2,1,2,Medium
471,2023-03-21,Premium,699,16.2,1,3,15,9,1,2,Medium
472,2024-12-26,Basic,199,24.6,2,5,23,56,0,0,At-Risk
473,2023-12-25,Premium,699,11.4,4,1,22,15,0,1,Loyal
474,2023-06-20,Standard,399,18.2,0,3,7,28,0,2,Medium
475,2024-05-05,Standard,399,22.1,5,4,32,24,1,1,Loyal
476,2023-09-25,Premium,699,4.5,1,0,15,18,1,2,Medium
477,2023-04-06,Basic,199,8.9,6,1,5,46,1,2,Medium
478,2024-03-20,Standard,399,17.8,6,5,31,10,0,1,Loyal
479,2024-07-07,Basic,199,3.0,3,1,4,26,0,2,Medium
480,2024-05-17,Standard,399,7.8,1,0,19,25,0,0,At-Risk
481,2024-10-02,Basic,199,9.3,6,0,4,18,0,2,Medium
482,2023-03-25,Premium,699,5.4,0,1,31,10,0,1,Loyal
483,2023-09-29,Standard,399,8.1,6,3,8,31,0,2,Medium
484,2023-02-15,Basic,199,10.0,5,3,35,23,1,1,Loyal
485,2024-12-14,Standard,399,11.9,3,2,29,36,1,0,At-Risk
486,2024-08-26,Premium,699,2.6,5,4,7,26,1,2,Medium
487,2024-12-04,Basic,199,2.0,6,4,36,26,1,1,Loyal
488,2023-02-05,Standard,399,12.2,1,3,16,57,0,0,At-Risk
489,2023-06-27,Premium,699,20.1,2,0,34,60,0,0,At-Risk
490,2024-11-30,Basic,199,20.3,2,0,14,27,1,2,Medium
491,2023-03-10,Standard,399,24.9,2,4,13,16,1,2,Medium
492,2024-04-14,Basic,199,14.1,8,2,25,54,1,0,At-Risk
493,2024-08-25,Basic,199,19.7,1,3,34,9,1,1,Loyal
494,2023-12-19,Premium,699,23.2,1,2,7,55,1,0,At-Risk
495,2023-06-26,Standard,399,9.9,7,4,17,38,1,2,Medium
496,2023-12-06,Standard,399,4.0,6,0,26,25,0,1,Loyal
497,2023-12-12,Premium,699,1.7,7,2,16,57,1,0,At-Risk
498,2023-08-22,Standard,399,7.4,7,5,20,43,1,0,At-Risk
499,2024-09-11,Basic,199,24.4,7,2,20,17,0,1,Loyal
500,2024-06-12,Premium,699,5.1,3,3,6,47,1,2,Medium
501,2024-02-18,Standard,399,13.1,2,0,4,19,0,2,Medium
502,2023-07-25,Basic,199,22.0,0,1,34,12,0,1,Loyal
503,2024-01-13,Basic,199,1.3,0,2,16,45,1,0,At-Risk
504,2024-05-15,Standard,399,10.2,1,5,33,1,1,1,Loyal
505,2023-06-17,Premium,699,4.9,7,4,29,35,1,1,Loyal
506,2023-08-08,Standard,399,7.5,6,0,6,10,0,2,Medium
507,2024-11-29,Basic,199,17.1,4,5,15,26,1,2,Medium
508,2023-09-16,Basic,199,22.8,2,4,31,51,1,0,At-Risk
509,2023-12-24,Premium,699,18.0,4,3,20,57,1,0,At-Risk
510,2024-02-11,Standard,399,5.8,4,5,17,33,0,0,At-Risk
511,2023-10-17,Premium,699,0.7,5,4,7,41,1,2,Medium
512,2023-10-11,Standard,399,12.3,5,2,7,40,1,2,Medium
513,2024-09-06,Standard,399,5.1,8,1,20,57,1,0,At-Risk
514,2023-09-23,Standard,399,17.2,0,5,21,31,0,0,At-Risk
515,2023-07-14,Standard,399,10.0,0,4,26,45,0,0,At-Risk
516,2023-06-24,Standard,399,17.3,7,5,15,22,1,2,Medium
517,2024-07-26,Premium,699,4.9,1,3,36,8,0,1,Loyal
518,2023-11-11,Basic,199,16.5,3,2,22,14,0,1,Loyal
519,2023-02-24,Standard,399,9.6,4,3,22,54,1,0,At-Risk
520,2024-01-26,Premium,699,12.1,3,4,5,7,0,2,Medium
521,2024-08-06,Premium,699,10.6,2,1,20,12,0,1,Loyal
522,2023-07-01,Standard,399,8.3,2,0,10,31,1,2,Medium
523,2024-08-13,Standard,399,0.6,4,1,4,48,0,2,Medium
524,2024-03-15,Basic,199,19.7,1,1,32,39,0,0,At-Risk
525,2024-01-18,Standard,399,24.2,6,0,28,2,0,1,Loyal
526,2024-10-03,Basic,199,19.0,8,1,21,1,0,1,Loyal
527,2024-05-30,Premium,699,6.0,5,2,16,8,1,2,Medium
528,2024-06-16,Premium,699,4.6,0,2,20,60,1,0,At-Risk
529,2023-07-12,Premium,699,8.8,2,2,34,57,1,0,At-Risk
530,2023-01-23,Basic,199,1.0,3,5,26,8,1,1,Loyal
531,2024-01-20,Premium,699,4.6,5,5,33,41,1,0,At-Risk
532,2024-10-31,Premium,699,19.4,0,4,17,3,0,1,Loyal
533,2023-09-16,Basic,199,17.4,6,3,4,24,1,2,Medium
534,2024-11-09,Standard,399,5.5,0,2,10,26,0,2,Medium
535,2024-06-07,Premium,699,15.8,2,3,18,53,0,0,At-Risk
536,2023-09-27,Premium,699,7.4,1,3,8,12,0,2,Medium
537,2024-05-23,Premium,699,9.3,6,2,13,10,1,2,Medium
538,2023-04-24,Basic,199,8.6,0,0,31,42,1,0,At-Risk
539,2023-04-14,Premium,699,4.2,1,4,32,4,0,1,Loyal
540,2023-06-28,Standard,399,11.7,4,2,15,29,1,2,Medium
541,2023-02-16,Basic,199,9.3,5,3,19,47,1,0,At-Risk
542,2024-09-28,Basic,199,16.8,2,2,9,22,0,2,Medium
543,2024-04-12,Standard,399,9.6,5,1,6,7,0,2,Medium
544,2023-06-20,Standard,399,17.4,7,3,25,41,0,1,Loyal
545,2024-08-27,Basic,199,17.6,0,1,9,6,0,2,Medium
546,2024-12-01,Standard,399,4.9,6,2,29,39,1,0,At-Risk
547,2023-02-17,Premium,699,12.3,7,0,9,56,1,2,Medium
548,2024-08-13,Basic,199,16.5,0,5,17,55,0,0,At-Risk
549,2024-09-25,Premium,699,24.5,5,4,15,33,1,2,Medium
550,2024-10-18,Basic,199,16.7,3,3,28,22,0,1,Loyal
551,2023-06-10,Standard,399,21.1,8,4,10,3,1,2,Medium
552,2023-09-04,Premium,699,21.4,2,0,31,48,0,0,At-Risk
553,2023-08-29,Standard,399,1.7,3,4,18,41,1,0,At-Risk
554,2023-11-20,Basic,199,11.4,7,0,30,54,1,0,At-Risk
555,2024-07-24,Basic,199,18.8,0,0,32,25,0,1,Loyal
556,2024-11-18,Premium,699,20.7,4,4,1,35,1,2,Medium
557,2024-07-27,Standard,399,9.4,0,1,22,54,0,0,At-Risk
558,2024-11-05,Premium,699,18.1,5,5,31,28,1,1,Loyal
559,2023-04-19,Basic,199,8.9,4,4,1,33,1,2,Medium
560,2023-07-12,Basic,199,12.6,6,0,11,16,0,2,Medium
561,2024-02-29,Basic,199,5.8,3,5,26,21,1,1,Loyal
562,2024-05-31,Basic,199,19.4,7,3,8,42,1,2,Medium
563,2024-08-22,Basic,199,0.6,0,4,32,59,1,0,At-Risk
564,2023-05-12,Standard,399,19.6,2,5,33,37,1,0,At-Risk
565,2024-09-15,Basic,199,16.6,5,4,25,56,1,0,At-Risk
566,2023-05-22,Premium,699,7.2,5,2,16,28,0,2,Medium
567,2024-07-20,Standard,399,7.8,8,2,33,45,1,1,Loyal
568,2023-05-16,Premium,699,5.4,4,5,14,22,0,2,Medium
569,2024-07-29,Premium,699,12.8,5,5,12,7,0,2,Medium
570,2023-01-14,Standard,399,17.0,8,2,27,56,0,0,At-Risk
571,2023-10-01,Premium,699,1.1,2,0,7,42,1,2,Medium
572,2023-07-28,Basic,199,17.2,2,0,19,44,0,0,At-Risk
573,2024-07-29,Premium,699,9.3,7,0,3,39,0,2,Medium
574,2023-02-18,Basic,199,10.0,8,5,36,18,0,1,Loyal
575,2023-09-15,Standard,399,10.7,5,4,25,3,1,1,Loyal
576,2023-07-21,Basic,199,20.8,5,4,29,34,1,1,Loyal
577,2023-06-27,Premium,699,7.7,2,5,13,4,1,2,Medium
578,2023-05-14,Premium,699,3.4,0,3,33,17,1,1,Loyal
579,2023-06-07,Basic,199,0.6,7,5,17,59,1,0,At-Risk
580,2024-01-02,Standard,399,19.5,4,3,4,50,1,2,Medium
581,2023-06-13,Basic,199,13.4,2,4,21,4,0,1,Loyal
582,2024-11-10,Standard,399,13.7,1,2,35,14,0,1,Loyal
583,2024-07-28,Standard,399,9.3,3,4,22,33,1,0,At-Risk
584,2024-09-20,Premium,699,3.3,5,3,1,15,0,2,Medium
585,2023-04-27,Premium,699,24.0,5,3,16,58,0,0,At-Risk
586,2024-01-19,Standard,399,13.7,4,0,17,58,0,0,At-Risk
587,2023-11-25,Premium,699,11.4,0,2,33,57,0,0,At-Risk
588,2023-03-09,Premium,699,23.7,2,4,6,34,1,2,Medium
589,2024-12-20,Basic,199,21.7,6,0,14,13,0,2,Medium
590,2024-04-15,Premium,699,16.3,1,5,28,43,1,0,At-Risk
591,2024-07-25,Premium,699,1.4,1,0,22,11,0,1,Loyal
592,2024-03-19,Basic,199,22.8,6,3,15,28,1,2,Medium
593,2024-09-25,Standard,399,10.0,1,4,2,0,0,2,Medium
594,2023-10-24,Basic,199,17.7,1,2,3,59,1,0,At-Risk
595,2024-11-07,Premium,699,15.4,4,3,20,24,1,1,Loyal
596,2024-07-12,Basic,199,4.3,3,1,31,47,1,0,At-Risk
597,2023-05-25,Standard,399,7.8,5,0,10,35,0,2,Medium
598,2023-11-09,Basic,199,0.6,6,4,3,35,1,2,Medium
599,2024-09-23,Basic,199,5.7,8,1,23,10,1,1,Loyal
600,2023-03-16,Standard,399,3.3,0,4,13,29,1,0,At-Risk
601,2023-12-05,Standard,399,6.6,3,5,5,37,1,2,Medium
602,2023-07-18,Standard,399,16.9,3,0,9,18,0,2,Medium
603,2024-08-03,Standard,399,11.5,4,5,32,37,1,1,Loyal
604,2023-08-15,Standard,399,24.0,2,0,21,20,0,1,Loyal
605,2024-05-06,Premium,699,7.3,5,1,28,43,0,0,At-Risk
606,2024-10-23,Standard,399,9.3,4,3,29,35,1,0,At-Risk
607,2024-10-03,Premium,699,21.1,2,4,6,12,1,2,Medium
608,2024-08-15,Basic,199,22.4,8,5,5,1,0,2,Medium
609,2024-07-06,Standard,399,22.7,8,2,14,34,0,2,Medium
610,2023-05-18,Standard,399,9.5,3,4,10,46,0,0,At-Risk
611,2023-09-02,Standard,399,13.0,6,2,33,32,1,1,Loyal
612,2024-08-02,Premium,699,19.1,2,3,11,10,1,2,Medium
613,2024-05-14,Premium,699,18.5,7,2,10,2,1,2,Medium
614,2024-01-05,Basic,199,7.0,3,0,5,42,1,2,Medium
615,2024-12-21,Standard,399,23.0,0,0,31,41,1,0,At-Risk
616,2024-01-21,Premium,699,21.0,4,4,18,34,1,2,Medium
617,2023-08-17,Premium,699,9.4,1,4,25,16,0,1,Loyal
618,2024-09-10,Premium,699,9.1,5,3,26,50,1,0,At-Risk
619,2024-10-20,Basic,199,22.1,7,1,33,14,1,1,Loyal
620,2023-05-02,Standard,399,4.2,2,2,14,38,1,0,At-Risk
621,2024-05-05,Premium,699,10.7,5,5,15,7,1,1,Loyal
622,2024-08-10,Standard,399,15.0,6,0,14,15,1,2,Medium
623,2023-02-27,Premium,699,3.8,8,0,11,57,1,2,Medium
624,2024-10-14,Basic,199,23.1,8,3,17,38,0,2,Medium
625,2024-05-08,Basic,199,23.7,3,3,19,38,0,0,At-Risk
626,2024-09-30,Basic,199,20.8,2,4,15,52,0,0,At-Risk
627,2023-08-24,Premium,699,7.0,5,3,33,38,1,1,Loyal
628,2024-05-31,Standard,399,3.7,0,1,25,33,0,0,At-Risk
629,2024-09-06,Premium,699,20.7,1,1,27,30,0,1,Loyal
630,2024-09-09,Basic,199,12.8,1,0,35,30,0,1,Loyal
631,2023-02-14,Premium,699,22.5,6,4,1,26,1,2,Medium
632,2024-12-14,Premium,699,11.0,7,3,34,22,1,1,Loyal
633,2023-03-27,Premium,699,10.9,4,3,7,49,1,2,Medium
634,2023-01-08,Standard,399,10.5,3,0,35,45,0,0,At-Risk
635,2023-11-20,Premium,699,3.4,0,3,34,41,1,0,At-Risk
636,2024-07-02,Standard,399,3.1,6,5,24,37,1,0,At-Risk
637,2024-07-24,Standard,399,15.5,6,1,24,26,0,1,Loyal
638,2024-08-14,Standard,399,9.6,8,3,12,16,0,2,Medium
639,2024-12-17,Standard,399,18.5,1,5,26,14,0,1,Loyal
640,2024-12-14,Basic,199,5.8,6,2,7,51,1,2,Medium
641,2024-09-06,Premium,699,4.4,0,0,4,52,1,0,At-Risk
642,2024-01-29,Standard,399,2.1,3,2,6,5,0,2,Medium
643,2023-01-11,Standard,399,7.5,0,1,34,40,0,0,At-Risk
644,2023-08-26,Basic,199,7.5,0,4,34,32,1,0,At-Risk
645,2023-06-11,Premium,699,17.0,5,1,11,41,1,2,Medium
646,2023-07-25,Basic,199,19.6,5,5,18,25,1,1,Loyal
647,2024-07-26,Premium,699,18.6,1,0,1,35,1,2,Medium
648,2024-04-10,Premium,699,9.0,4,1,23,38,0,0,At-Risk
649,2024-05-30,Standard,399,6.9,6,4,1,6,0,2,Medium
650,2024-08-11,Standard,399,23.7,8,2,22,56,1,0,At-Risk
651,2024-04-14,Standard,399,24.2,7,1,29,48,1,0,At-Risk
652,2024-01-27,Premium,699,22.5,0,3,30,7,1,1,Loyal
653,2024-06-12,Premium,699,17.1,3,2,15,26,0,2,Medium
654,2024-11-20,Premium,699,17.7,4,1,1,18,1,2,Medium
655,2024-08-10,Premium,699,2.4,2,3,22,20,1,1,Loyal
656,2023-09-05,Standard,399,23.7,3,3,12,47,1,0,At-Risk
657,2023-04-20,Standard,399,6.1,3,4,14,22,1,2,Medium
658,2024-07-08,Basic,199,17.1,7,4,6,0,0,2,Medium
659,2024-08-11,Basic,199,9.6,5,3,31,57,0,0,At-Risk
660,2024-08-13,Standard,399,5.0,8,2,32,25,1,1,Loyal
661,2024-05-29,Basic,199,13.4,6,3,4,60,1,2,Medium
662,2024-04-16,Standard,399,21.6,2,3,26,7,0,1,Loyal
663,2024-01-06,Standard,399,0.8,3,3,1,37,1,2,Medium
664,2024-09-19,Premium,699,5.1,4,1,17,17,0,2,Medium
665,2024-01-17,Standard,399,5.0,6,1,24,26,0,1,Loyal
666,2024-12-03,Standard,399,7.4,2,4,26,8,0,1,Loyal
667,2023-07-20,Basic,199,18.2,3,4,7,27,0,2,Medium
668,2024-10-07,Basic,199,12.1,0,1,10,26,0,2,Medium
669,2024-08-04,Premium,699,18.2,7,2,35,16,0,1,Loyal
670,2024-05-02,Basic,199,2.9,2,0,26,13,0,1,Loyal
671,2024-07-24,Premium,699,11.5,5,2,7,23,1,2,Medium
672,2024-09-12,Standard,399,1.0,1,2,23,55,1,0,At-Risk
673,2024-05-14,Basic,199,4.8,4,2,35,20,1,1,Loyal
674,2023-05-29,Premium,699,22.3,6,4,29,18,1,1,Loyal
675,2023-08-22,Basic,199,10.8,6,0,22,5,1,1,Loyal
676,2024-03-31,Standard,399,16.5,4,4,21,41,1,0,At-Risk
677,2023-05-09,Standard,399,24.2,6,1,34,11,0,1,Loyal
678,2023-04-08,Premium,699,16.7,1,1,16,10,0,2,Medium
679,2023-03-27,Basic,199,13.9,0,3,31,33,0,0,At-Risk
680,2023-11-13,Basic,199,15.6,1,5,17,59,0,0,At-Risk
681,2023-06-24,Basic,199,18.6,7,5,16,8,1,1,Loyal
682,2024-07-07,Basic,199,16.8,5,3,3,29,0,2,Medium
683,2024-10-08,Standard,399,11.4,8,1,36,37,0,1,Loyal
684,2024-07-06,Premium,699,13.3,8,2,28,58,1,0,At-Risk
685,2023-01-11,Basic,199,11.3,5,3,6,16,1,2,Medium
686,2023-01-09,Basic,199,20.5,2,2,34,18,0,1,Loyal
687,2023-10-27,Premium,699,23.7,7,2,32,0,0,1,Loyal
688,2024-07-28,Premium,699,20.0,8,2,15,12,1,2,Medium
689,2024-03-08,Standard,399,6.6,6,3,26,14,1,1,Loyal
690,2023-10-03,Premium,699,13.2,4,2,16,41,1,0,At-Risk
691,2024-04-11,Standard,399,21.4,2,1,13,18,0,2,Medium
692,2023-02-20,Premium,699,7.2,7,1,29,20,1,1,Loyal
693,2024-03-24,Premium,699,5.1,1,2,2,17,1,2,Medium
694,2024-03-06,Premium,699,6.2,2,0,1,31,1,2,Medium
695,2023-03-24,Standard,399,25.0,7,5,32,50,1,0,At-Risk
696,2023-07-16,Basic,199,7.0,6,0,4,34,1,2,Medium
697,2024-03-29,Standard,399,20.8,1,5,25,15,0,1,Loyal
698,2024-04-29,Basic,199,5.4,1,4,3,42,0,0,At-Risk
699,2024-07-16,Standard,399,23.4,2,5,20,46,1,0,At-Risk
700,2024-11-13,Premium,699,6.7,4,1,8,23,0,2,Medium
701,2023-10-10,Basic,199,6.3,6,2,8,0,1,2,Medium
702,2024-12-08,Premium,699,10.2,3,0,8,2,0,2,Medium
703,2024-12-03,Standard,399,9.6,1,1,10,10,0,2,Medium
704,2024-12-19,Premium,699,23.3,0,0,22,22,0,1,Loyal
705,2023-12-22,Premium,699,3.6,3,2,7,35,1,2,Medium
706,2023-02-10,Standard,399,1.0,6,2,13,46,1,2,Medium
707,2023-07-11,Standard,399,14.2,8,5,29,31,1,1,Loyal
708,2024-07-21,Premium,699,8.4,7,2,23,55,0,0,At-Risk
709,2024-01-11,Basic,199,13.5,7,2,5,52,1,2,Medium
710,2023-01-20,Standard,399,19.5,8,3,1,46,1,2,Medium
711,2024-07-05,Premium,699,19.5,3,2,24,46,1,0,At-Risk
712,2023-11-27,Standard,399,13.3,7,4,13,9,0,2,Medium
713,2023-05-13,Standard,399,3.2,8,5,21,4,1,1,Loyal
714,2024-10-19,Basic,199,5.5,7,1,3,6,1,2,Medium
715,2023-03-14,Standard,399,13.4,4,0,32,23,1,1,Loyal
716,2024-01-05,Basic,199,16.6,1,3,14,51,0,0,At-Risk
717,2023-03-14,Premium,699,20.6,0,4,27,17,0,1,Loyal
718,2024-06-28,Standard,399,23.6,8,0,5,6,0,2,Medium
719,2024-07-25,Standard,399,5.2,3,4,13,40,0,0,At-Risk
720,2024-04-14,Premium,699,10.7,1,5,36,36,1,0,At-Risk
721,2023-12-12,Premium,699,22.1,2,1,28,35,0,1,Loyal
722,2023-11-29,Premium,699,13.6,7,2,11,57,1,2,Medium
723,2024-07-30,Standard,399,19.2,6,5,27,20,0,1,Loyal
724,2024-04-08,Premium,699,9.7,8,5,14,16,1,2,Medium
725,2023-05-19,Standard,399,0.5,0,2,26,38,1,0,At-Risk
726,2024-12-07,Standard,399,7.9,3,1,1,54,1,2,Medium
727,2023-06-09,Standard,399,13.0,2,0,36,2,0,1,Loyal
728,2023-04-05,Basic,199,9.5,3,1,17,16,0,2,Medium
729,2024-05-09,Premium,699,14.4,3,5,26,4,0,1,Loyal
730,2024-08-13,Basic,199,20.7,1,4,32,41,1,0,At-Risk
731,2024-03-02,Standard,399,19.6,5,2,6,56,0,2,Medium
732,2023-02-25,Basic,199,18.8,0,5,15,49,0,0,At-Risk
733,2024-12-15,Standard,399,1.5,8,4,34,9,1,1,Loyal
734,2024-05-31,Basic,199,1.7,6,3,10,48,1,0,At-Risk
735,2024-05-02,Basic,199,11.1,6,1,15,8,0,2,Medium
736,2024-12-15,Premium,699,13.9,4,0,4,25,0,2,Medium
737,2023-07-20,Basic,199,12.3,3,3,9,25,0,2,Medium
738,2024-12-02,Premium,699,6.5,1,2,34,49,1,0,At-Risk
739,2023-11-25,Premium,699,3.3,6,3,6,23,1,2,Medium
740,2024-03-28,Standard,399,19.4,2,2,2,39,0,2,Medium
741,2023-03-29,Premium,699,11.3,3,1,10,43,0,2,Medium
742,2023-04-24,Basic,199,6.5,2,2,4,0,1,2,Medium
743,2023-07-28,Standard,399,12.0,5,1,29,47,0,0,At-Risk
744,2023-05-25,Premium,699,18.9,8,3,34,39,1,1,Loyal
745,2023-10-18,Premium,699,9.7,8,0,2,16,1,2,Medium
746,2024-11-09,Basic,199,1.8,0,0,18,24,0,0,At-Risk
747,2024-01-31,Premium,699,21.7,0,2,24,55,0,0,At-Risk
748,2024-06-28,Basic,199,13.0,1,2,25,31,0,0,At-Risk
749,2023-02-10,Basic,199,5.4,7,4,12,59,1,0,At-Risk
750,2023-12-22,Basic,199,8.0,7,3,34,47,1,0,At-Risk
751,2023-03-05,Premium,699,9.2,4,1,23,32,1,1,Loyal
752,2023-06-05,Premium,699,22.0,0,4,17,60,1,0,At-Risk
753,2024-11-25,Standard,399,16.6,1,5,26,24,1,1,Loyal
754,2023-12-04,Premium,699,10.7,2,3,15,19,0,2,Medium
755,2023-07-27,Standard,399,3.7,2,4,35,34,1,0,At-Risk
756,2023-05-29,Basic,199,17.4,8,1,20,27,0,2,Medium
757,2023-07-08,Premium,699,8.3,8,4,11,60,1,0,At-Risk
758,2024-10-14,Standard,399,18.3,5,3,10,26,1,2,Medium
759,2024-09-18,Premium,699,4.2,3,0,18,8,1,2,Medium
760,2023-01-27,Premium,699,15.3,3,4,18,14,1,1,Loyal
761,2024-04-25,Standard,399,17.4,7,1,6,32,0,2,Medium
762,2023-07-17,Premium,699,5.0,6,3,24,30,1,1,Loyal
763,2024-11-18,Basic,199,10.5,0,2,3,60,1,0,At-Risk
764,2024-04-13,Basic,199,2.1,7,4,14,31,1,2,Medium
765,2023-11-17,Basic,199,10.4,0,4,28,47,0,0,At-Risk
766,2023-02-13,Standard,399,13.4,0,4,35,6,0,1,Loyal
767,2024-10-07,Basic,199,13.7,0,4,34,24,1,1,Loyal
768,2024-04-17,Basic,199,7.6,6,2,13,49,0,0,At-Risk
769,2024-04-19,Basic,199,7.7,0,5,28,33,0,0,At-Risk
770,2024-12-13,Premium,699,2.7,8,0,29,11,0,1,Loyal
771,2024-08-27,Premium,699,10.1,5,3,9,1,1,2,Medium
